cause,sex,frmat,IM_Frmat,deaths1,deaths2,deaths3,deaths4,deaths5,deaths6,deaths7,deaths8,deaths9,deaths10,deaths11,deaths12,deaths13,deaths14,deaths15,deaths16,deaths17,deaths18,deaths19,deaths20,deaths21,deaths22,deaths23,deaths24,deaths25,deaths26,IM_deaths1,IM_deaths2,IM_deaths3,IM_deaths4
Q999,1,00,01,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Q999,2,00,01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R001,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R02,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R049,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R090,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R092,1,00,01,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,9,10,11,16,12,17,3,0,0,0,0,0,0
R092,2,00,01,108,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,5,6,7,15,17,25,18,7,0,0,0,0,0
R402,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R54,1,00,01,3987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,412,973,1195,974,409,0,0,0,0,0
R54,2,00,01,9026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,397,1299,2632,3012,1663,0,0,0,0,0
R578,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R579,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R591,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R64,1,00,01,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,22,23,16,14,25,12,6,1,0,0,0,0,0
R64,2,00,01,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,11,11,11,10,38,28,21,3,0,0,0,0,0
R959,1,00,01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
R959,2,00,01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
R960,1,00,01,5291,0,0,0,0,0,0,0,8,30,62,115,192,274,403,560,714,761,638,385,328,316,317,148,40,0,0,0,0,0
R960,2,00,01,2659,0,0,0,0,0,1,1,3,6,11,20,24,55,68,107,161,164,236,178,224,381,515,369,135,0,0,0,0,0
R961,1,00,01,1478,0,0,0,0,0,0,0,1,8,16,31,47,70,98,151,258,286,251,102,61,48,35,14,1,0,0,0,0,0
R961,2,00,01,527,0,0,0,0,0,0,0,1,0,5,4,9,10,18,21,48,66,71,39,53,47,75,45,15,0,0,0,0,0
R98,1,00,01,4881,0,0,0,0,1,0,0,11,43,87,134,179,278,383,478,710,856,780,446,298,90,68,21,18,0,0,0,0,0
R98,2,00,01,1916,0,0,0,0,0,0,0,3,9,15,12,43,52,80,109,171,259,267,281,191,130,168,93,33,0,0,0,0,0
R99,1,00,01,5173,5,0,0,1,2,2,1,15,46,76,131,198,261,292,446,699,836,765,462,325,302,207,79,22,0,0,0,0,5
R99,2,00,01,2630,3,1,0,0,0,1,2,6,6,17,33,39,52,63,89,148,248,270,285,256,401,401,238,71,0,0,0,0,3
V011,1,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V021,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
V021,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V029,1,00,01,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V030,1,00,01,11,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0
V030,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
V031,1,00,01,287,0,0,1,0,0,2,3,3,5,19,20,11,21,17,23,37,39,24,21,14,14,12,1,0,0,0,0,0,0
V031,2,00,01,147,0,0,0,0,0,1,2,4,4,1,3,2,7,6,11,8,9,17,17,21,13,16,5,0,0,0,0,0,0
V039,1,00,01,202,0,1,0,1,0,2,1,2,4,10,12,13,12,22,20,28,26,14,10,10,7,7,0,0,0,0,0,0,0
V039,2,00,01,107,0,0,0,0,0,0,0,2,3,2,1,4,3,3,4,7,9,8,11,18,19,10,3,0,0,0,0,0,0
V040,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
V041,1,00,01,7,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
V041,2,00,01,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
V049,1,00,01,15,0,0,0,0,0,0,0,0,1,1,2,3,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0
V049,2,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V050,1,00,01,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V050,2,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V051,1,00,01,98,0,0,0,0,0,0,0,9,9,12,14,4,7,8,6,11,7,7,1,1,1,1,0,0,0,0,0,0,0
V051,2,00,01,27,0,0,0,0,0,0,0,4,2,0,0,1,2,1,1,2,2,5,2,1,3,1,0,0,0,0,0,0,0
V059,1,00,01,64,0,0,0,0,0,0,0,5,10,5,10,8,5,6,3,2,4,2,2,1,0,0,1,0,0,0,0,0,0
V059,2,00,01,9,1,0,0,0,0,0,2,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
V061,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V069,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
V090,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V091,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V091,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V092,1,00,01,12,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,0,0
V092,2,00,01,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0
V093,1,00,01,15,0,0,0,0,0,0,0,2,0,1,1,0,1,0,3,3,3,0,0,0,1,0,0,0,0,0,0,0,0
V093,2,00,01,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0
V099,1,00,01,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
V099,2,00,01,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0
V109,2,00,01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V110,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V129,1,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V130,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
V131,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V134,1,00,01,38,0,0,0,0,0,0,0,1,1,1,3,1,0,1,5,2,6,7,5,2,2,1,0,0,0,0,0,0,0
V134,2,00,01,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,4,1,1,5,1,0,0,0,0,0,0,0,0
V139,1,00,01,70,0,0,0,0,0,2,2,2,0,1,2,1,4,4,4,12,6,7,5,9,4,3,2,0,0,0,0,0,0
V139,2,00,01,29,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,3,4,8,3,2,2,0,0,0,0,0,0,0,0
V143,2,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V144,1,00,01,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V149,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
V149,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
V154,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V159,1,00,01,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V170,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V174,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V179,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
V179,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
V180,1,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
V181,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V183,1,00,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V184,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V185,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V189,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V189,2,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
V191,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V193,1,00,01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
V194,1,00,01,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
V194,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V195,1,00,01,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
V195,2,00,01,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V196,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V198,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V199,1,00,01,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,3,1,1,1,0,0,0,0,0,0,0,0
V200,1,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V209,1,00,01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V214,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V224,1,00,01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V225,1,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V229,1,00,01,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V230,1,00,01,7,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V234,1,00,01,57,0,0,0,0,0,0,0,2,4,15,6,9,9,3,3,0,2,1,1,1,1,0,0,0,0,0,0,0,0
V235,1,00,01,5,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V235,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V239,1,00,01,47,0,0,0,0,0,0,0,1,7,6,3,5,5,5,2,4,4,3,1,0,1,0,0,0,0,0,0,0,0
V239,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V244,1,00,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V245,1,00,01,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V249,1,00,01,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V249,2,00,01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V255,1,00,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V264,1,00,01,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V270,1,00,01,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V274,1,00,01,20,0,0,0,0,0,0,0,1,4,5,3,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V275,2,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V279,1,00,01,11,0,0,0,0,0,0,0,1,5,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V280,1,00,01,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V284,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V289,1,00,01,7,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V294,1,00,01,14,0,0,0,0,0,0,0,1,3,3,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
V295,1,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V298,1,00,01,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V299,1,00,01,15,0,0,0,0,0,0,0,2,1,0,3,3,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
V299,2,00,01,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V340,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V345,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V395,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V395,2,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V398,1,00,01,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V405,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V406,2,00,01,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V415,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V425,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V426,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V430,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V430,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V431,1,00,01,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V431,2,00,01,7,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
V432,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V432,2,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V433,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V434,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V435,1,00,01,261,0,0,0,0,0,0,0,13,25,40,26,25,20,8,16,25,24,16,12,5,6,0,0,0,0,0,0,0,0
V435,2,00,01,56,0,0,0,0,0,0,0,3,9,4,5,11,4,3,4,3,3,6,0,0,1,0,0,0,0,0,0,0,0
V436,1,00,01,72,1,0,0,1,0,2,0,9,8,6,7,9,4,4,2,3,6,4,2,1,3,0,0,0,0,0,0,0,1
V436,2,00,01,59,0,0,1,0,0,1,1,2,3,1,3,2,3,1,5,7,6,7,5,5,3,2,1,0,0,0,0,0,0
V437,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V439,1,00,01,157,1,0,0,0,0,0,2,6,22,22,10,12,13,10,11,8,11,13,6,3,5,2,0,0,0,1,0,0,0
V439,2,00,01,45,0,0,0,0,0,1,0,3,8,2,4,1,2,5,0,2,4,2,3,2,5,1,0,0,0,0,0,0,0
V445,1,00,01,6,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
V445,2,00,01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V446,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V446,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V449,1,00,01,14,0,0,0,0,0,0,0,0,1,1,3,2,1,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
V449,2,00,01,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V450,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V451,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V451,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V455,1,00,01,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
V455,2,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V456,1,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V456,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V457,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V459,1,00,01,7,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
V459,2,00,01,8,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V463,2,00,01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V469,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V470,1,00,01,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
V471,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V473,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V475,1,00,01,111,0,0,0,0,0,0,0,10,22,16,11,13,12,5,7,6,3,3,2,0,1,0,0,0,0,0,0,0,0
V475,2,00,01,19,0,0,0,0,0,0,0,3,1,1,5,2,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0
V476,1,00,01,32,0,0,0,0,0,0,0,6,5,5,2,5,4,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
V476,2,00,01,11,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
V479,1,00,01,85,0,0,0,0,0,0,0,10,25,11,10,5,6,5,4,3,0,2,1,0,1,2,0,0,0,0,0,0,0
V479,2,00,01,17,0,0,0,0,0,0,0,0,3,2,0,0,1,3,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0
V480,1,00,01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V483,1,00,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V483,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V485,1,00,01,7,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
V485,2,00,01,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V486,1,00,01,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0
V486,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V489,1,00,01,15,0,0,0,0,0,0,0,3,3,1,2,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
V489,2,00,01,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
V492,1,00,01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V493,1,00,01,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V494,1,00,01,38,0,0,0,0,0,0,0,1,2,5,4,3,2,2,2,4,5,3,2,1,2,0,0,0,0,0,0,0,0
V494,2,00,01,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V495,1,00,01,20,1,1,0,0,0,0,0,2,0,3,3,0,1,2,1,0,0,1,1,1,1,2,0,0,0,1,0,0,0
V495,2,00,01,14,0,0,0,0,0,0,0,1,0,0,1,2,0,1,1,0,0,3,1,3,0,1,0,0,0,0,0,0,0
V496,1,00,01,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V496,2,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V498,1,00,01,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
V499,1,00,01,58,0,1,0,0,0,1,0,3,13,5,1,8,4,3,3,5,4,2,2,0,3,0,0,0,0,0,0,0,0
V499,2,00,01,29,0,0,0,0,0,0,2,0,4,4,1,1,3,1,3,3,0,0,2,3,1,1,0,0,0,0,0,0,0
V505,1,00,01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V539,1,00,01,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V549,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
V571,1,00,01,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V575,1,00,01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
